IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,value,PUBLIC_ID
UBERON_0001391_HUDECA_0000002,"","","HUDECA_0000002","popliteus muscle","organ"
UBERON_0001392_HUDECA_0000002,"","","HUDECA_0000002","flexor hallucis longus","organ"
UBERON_0001401_HUDECA_0000002,"","","HUDECA_0000002","longissimus thoracis muscle","organ"
UBERON_0001402_HUDECA_0000002,"","","HUDECA_0000002","longissimus cervicis muscle","organ"
UBERON_0001403_HUDECA_0000002,"","","HUDECA_0000002","longissimus capitis","organ"
UBERON_0001405_HUDECA_0000002,"","","HUDECA_0000002","spinalis thoracis muscle","organ"
UBERON_0001407_HUDECA_0000002,"","","HUDECA_0000002","semispinalis thoracis","organ"
UBERON_0001408_HUDECA_0000002,"","","HUDECA_0000002","semispinalis cervicis","organ"
UBERON_0001409_HUDECA_0000002,"","","HUDECA_0000002","semispinalis capitis","organ"
UBERON_0001423_UBERON_0004765,"","","UBERON_0004765","radius bone","organ"
UBERON_0001028_UBERON_0004765,"","organ part - ","UBERON_0004765","diaphysis of radius","organ"
UBERON_0004385_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of radius","organ"
UBERON_0004407_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of radius","organ"
UBERON_0004413_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of radius","organ"
UBERON_0000199_UBERON_0004765,"","organ part - ","UBERON_0004765","neck of radius","organ"
UBERON_0001012_UBERON_0004765,"","organ part - ","UBERON_0004765","head of radius","organ"
UBERON_0013751_UBERON_0004765,"","organ part - ","UBERON_0004765","metaphysis of radius","organ"
UBERON_0016425_UBERON_0004765,"","tissue","UBERON_0004765","epiphyseal plate of radius","organ"
UBERON_0001424_UBERON_0004765,"","","UBERON_0004765","ulna","organ"
UBERON_0001010_UBERON_0004765,"","organ part - ","UBERON_0004765","diaphysis of ulna","organ"
UBERON_0004386_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of ulna","organ"
UBERON_0004408_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of ulna","organ"
UBERON_0006822_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of ulna","organ"
UBERON_0006810_UBERON_0004765,"","organ part - ","UBERON_0004765","olecranon","organ"
UBERON_0008449_UBERON_0004765,"","organ part - ","UBERON_0004765","trochlear notch","organ"
UBERON_0010994_UBERON_0004765,"","organ part - ","UBERON_0004765","coronoid process of ulna","organ"
UBERON_0001427_UBERON_0004765,"","","UBERON_0004765","radiale","organ"
UBERON_0001429_UBERON_0004765,"","","UBERON_0004765","pisiform","organ"
UBERON_0001430_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 1","organ"
UBERON_0001431_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 2","organ"
UBERON_0001432_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 3","organ"
UBERON_0001433_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 4","organ"
UBERON_0001435_UBERON_0004765,"","","UBERON_0004765","carpal bone","organ"
UBERON_0001436_UBERON_0004765,"","","UBERON_0004765","phalanx of manus","organ"
UBERON_0004387_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of phalanx of manus","organ"
UBERON_0004409_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of phalanx of manus","organ"
UBERON_0004414_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of phalanx of manus","organ"
UBERON_0004417_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of phalanx of manual digit 1","organ"
UBERON_0004418_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of phalanx of manual digit 2","organ"
UBERON_0004419_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of phalanx of manual digit 3","organ"
UBERON_0004420_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of phalanx of manual digit 4","organ"
UBERON_0004421_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of phalanx of manual digit 5","organ"
UBERON_0004432_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of distal phalanx of manual digit 2","organ"
UBERON_0004433_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of distal phalanx of manual digit 3","organ"
UBERON_0004434_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of distal phalanx of manual digit 4","organ"
UBERON_0004435_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of distal phalanx of manual digit 5","organ"
UBERON_0004436_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of middle phalanx of manual digit 2","organ"
UBERON_0004437_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of middle phalanx of manual digit 3","organ"
UBERON_0004438_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of middle phalanx of manual digit 4","organ"
UBERON_0004439_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of middle phalanx of manual digit 5","organ"
UBERON_0004440_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of proximal phalanx of manual digit 2","organ"
UBERON_0004441_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of proximal phalanx of manual digit 3","organ"
UBERON_0004442_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of proximal phalanx of manual digit 4","organ"
UBERON_0004443_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of proximal phalanx of manual digit 5","organ"
UBERON_0004444_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of distal phalanx of manual digit 1","organ"
UBERON_0004445_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of proximal phalanx of manual digit 1","organ"
UBERON_0011977_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of proximal phalanx of manus","organ"
UBERON_0011978_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of middle phalanx of manus","organ"
UBERON_0011979_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of distal phalanx of manus","organ"
UBERON_0014881_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of distal phalanx of manual digit 1","organ"
UBERON_0014882_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of distal phalanx of manual digit 2","organ"
UBERON_0014883_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of distal phalanx of manual digit 3","organ"
UBERON_0014884_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of distal phalanx of manual digit 4","organ"
UBERON_0014885_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of distal phalanx of manual digit 5","organ"
UBERON_0014886_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of distal phalanx of manual digit","organ"
UBERON_0001446_UBERON_0004765,"","","UBERON_0004765","fibula","organ"
UBERON_0018673_UBERON_0004765,"","organ part - ","UBERON_0004765","neck of fibula","organ"
UBERON_0004388_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of fibula","organ"
UBERON_0004410_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of fibula","organ"
UBERON_0008775_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of fibula","organ"
UBERON_0013279_UBERON_0004765,"","organ part - ","UBERON_0004765","diaphysis of fibula","organ"
UBERON_0016928_UBERON_0004765,"","organ part - ","UBERON_0004765","metaphysis of fibula","organ"
UBERON_0001447_UBERON_0004765,"","","UBERON_0004765","tarsal bone","organ"
UBERON_0001448_UBERON_0004765,"","","UBERON_0004765","metatarsal bone","organ"
UBERON_0004389_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of metatarsal bone","organ"
UBERON_0004395_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of first metatarsal bone","organ"
UBERON_0004396_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of second metatarsal bone","organ"
UBERON_0004397_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of third metatarsal bone","organ"
UBERON_0004398_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of fourth metatarsal bone","organ"
UBERON_0004399_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of fifth metatarsal bone","organ"
UBERON_0004415_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of metatarsal bone","organ"
UBERON_0004427_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of first metatarsal bone","organ"
UBERON_0004428_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of second metatarsal bone","organ"
UBERON_0004429_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of third metatarsal bone","organ"
UBERON_0004430_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of fourth metatarsal bone","organ"
UBERON_0004431_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of fifth metatarsal bone","organ"
UBERON_0013774_UBERON_0004765,"","organ part - ","UBERON_0004765","diaphysis of metatarsal bone","organ"
UBERON_0001449_UBERON_0004765,"","","UBERON_0004765","phalanx of pes","organ"
UBERON_0013121_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of phalanx of pes","organ"
UBERON_0013122_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of phalanx of pes","organ"
UBERON_0014871_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of distal phalanx of pedal digit 1","organ"
UBERON_0014872_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of distal phalanx of pedal digit 2","organ"
UBERON_0014873_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of distal phalanx of pedal digit 3","organ"
UBERON_0014874_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of distal phalanx of pedal digit 4","organ"
UBERON_0014875_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of distal phalanx of pedal digit 5","organ"
UBERON_0014876_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of distal phalanx of pedal digit","organ"
UBERON_0001450_UBERON_0004765,"","","UBERON_0004765","calcaneus","organ"
UBERON_0001451_UBERON_0004765,"","","UBERON_0004765","navicular bone of pes","organ"
UBERON_0001452_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 1","organ"
UBERON_0001453_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 2","organ"
UBERON_0001454_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 3","organ"
UBERON_0001455_UBERON_0004765,"","","UBERON_0004765","cuboid bone","organ"
UBERON_0001474_UBERON_0004765,"","","UBERON_0004765","bone element","organ"
UBERON_4200230_UBERON_0004765,"","","UBERON_0004765","surface of bone","organ"
UBERON_0002371_UBERON_0004765,"","tissue","UBERON_0004765","bone marrow","organ"
UBERON_0000332_UBERON_0004765,"","tissue","UBERON_0004765","yellow bone marrow","organ"
UBERON_0000361_UBERON_0004765,"","","UBERON_0004765","red bone marrow","organ"
UBERON_0002481_UBERON_0004765,"","tissue","UBERON_0004765","bone tissue","organ"
UBERON_0001439_UBERON_0004765,"","tissue","UBERON_0004765","compact bone tissue","organ"
UBERON_0002484_UBERON_0004765,"","tissue","UBERON_0004765","bone marrow cavity","organ"
UBERON_0014730_UBERON_0004765,"","organ part - tissue","UBERON_0004765","osteon","organ"
UBERON_0002482_UBERON_0004765,"","tissue","UBERON_0004765","lamellar bone","organ"
UBERON_0004400_UBERON_0004765,"","organ part - tissue","UBERON_0004765","bone tissue of epiphysis","organ"
UBERON_0004401_UBERON_0004765,"","organ part - tissue","UBERON_0004765","bone tissue of distal epiphysis","organ"
UBERON_0004402_UBERON_0004765,"","organ part - tissue","UBERON_0004765","bone tissue of proximal epiphysis","organ"
UBERON_0005808_UBERON_0004765,"","tissue","UBERON_0004765","bone tissue of long bone","organ"
UBERON_0005809_UBERON_0004765,"","tissue","UBERON_0004765","cortex of manus bone","organ"
UBERON_0006431_UBERON_0004765,"","tissue","UBERON_0004765","xiphoid process bone","organ"
UBERON_0007355_UBERON_0004765,"","tissue","UBERON_0004765","bony part of pharyngotympanic tube","organ"
UBERON_0008883_UBERON_0004765,"","tissue","UBERON_0004765","osteoid","organ"
UBERON_0016423_UBERON_0004765,"","organ part - tissue","UBERON_0004765","compact bone of diaphysis","organ"
UBERON_0002515_UBERON_0004765,"","organ part - ","UBERON_0004765","periosteum","organ"
UBERON_0004403_UBERON_0004765,"","organ part - ","UBERON_0004765","periosteum of epiphysis","organ"
UBERON_0013687_UBERON_0004765,"","organ part - ","UBERON_0004765","pericranium","organ"
UBERON_0016896_UBERON_0004765,"","organ part - ","UBERON_0004765","periosteum of long bone","organ"
UBERON_0004704_UBERON_0004765,"","","UBERON_0004765","bone fossa","organ"
UBERON_0003720_UBERON_0004765,"","","UBERON_0004765","anterior cranial fossa","organ"
UBERON_0003722_UBERON_0004765,"","","UBERON_0004765","middle cranial fossa","organ"
UBERON_0003995_UBERON_0004765,"","organ part - ","UBERON_0004765","subarcuate fossa","organ"
UBERON_0006657_UBERON_0004765,"","","UBERON_0004765","glenoid fossa","organ"
UBERON_0008788_UBERON_0004765,"","","UBERON_0004765","posterior cranial fossa","organ"
UBERON_0008789_UBERON_0004765,"","","UBERON_0004765","cranial fossa","organ"
UBERON_0013422_UBERON_0004765,"","","UBERON_0004765","infratemporal fossa","organ"
UBERON_0013463_UBERON_0004765,"","","UBERON_0004765","temporal fossa","organ"
UBERON_4200038_UBERON_0004765,"","","UBERON_0004765","subscapular fossa","organ"
UBERON_0005744_UBERON_0004765,"","","UBERON_0004765","bone foramen","organ"
UBERON_0026584_UBERON_0004765,"","","UBERON_0004765","tympanic canal","organ"
UBERON_0026586_UBERON_0004765,"","","UBERON_0004765","vestibular canal","organ"
UBERON_0002295_UBERON_0004765,"","","UBERON_0004765","scala media","organ"
UBERON_0005745_UBERON_0004765,"","","UBERON_0004765","optic foramen","organ"
UBERON_0013685_UBERON_0004765,"","","UBERON_0004765","foramen of skull","organ"
UBERON_0014731_UBERON_0004765,"","","UBERON_0004765","haversian canal","organ"
UBERON_0000130_UBERON_0004765,"","","UBERON_0004765","transverse foramen","organ"
UBERON_0001698_UBERON_0004765,"","","UBERON_0004765","foramen ovale of skull","organ"
UBERON_0001863_UBERON_0004765,"","","UBERON_0004765","scala vestibuli","organ"
UBERON_0001864_UBERON_0004765,"","","UBERON_0004765","scala tympani","organ"
UBERON_0002279_UBERON_0004765,"","","UBERON_0004765","vestibular aqueduct","organ"
UBERON_0002501_UBERON_0004765,"","organ part - ","UBERON_0004765","oval window","organ"
UBERON_0002502_UBERON_0004765,"","organ part - ","UBERON_0004765","round window of inner ear","organ"
UBERON_0003482_UBERON_0004765,"","","UBERON_0004765","vein of trabecular bone","organ"
UBERON_0003687_UBERON_0004765,"","","UBERON_0004765","foramen magnum","organ"
UBERON_0005446_UBERON_0004765,"","","UBERON_0004765","foramen rotundum","organ"
UBERON_0005456_UBERON_0004765,"","","UBERON_0004765","jugular foramen","organ"
UBERON_0005480_UBERON_0004765,"","","UBERON_0004765","superior orbital fissure","organ"
UBERON_0006271_UBERON_0004765,"","","UBERON_0004765","orbital fissure","organ"
UBERON_0006495_UBERON_0004765,"","","UBERON_0004765","osseus cochlear canal","organ"
UBERON_0006668_UBERON_0004765,"","","UBERON_0004765","carotid canal","organ"
UBERON_0006669_UBERON_0004765,"","","UBERON_0004765","alveolar canal","organ"
UBERON_0006672_UBERON_0004765,"","","UBERON_0004765","incisive canal","organ"
UBERON_0006682_UBERON_0004765,"","","UBERON_0004765","hypoglossal canal","organ"
UBERON_0008429_UBERON_0004765,"","","UBERON_0004765","cervical vertebral foramen","organ"
UBERON_0008430_UBERON_0004765,"","","UBERON_0004765","lumbar vertebral foramen","organ"
UBERON_0008432_UBERON_0004765,"","","UBERON_0004765","thoracic vertebral foramen","organ"
UBERON_0011245_UBERON_0004765,"","","UBERON_0004765","infra-orbital canal of maxilla","organ"
UBERON_0012116_UBERON_0004765,"","","UBERON_0004765","nutrient foramen conduit","organ"
UBERON_0012315_UBERON_0004765,"","","UBERON_0004765","incisive foramen","organ"
UBERON_0014411_UBERON_0004765,"","","UBERON_0004765","greater sciatic notch","organ"
UBERON_0014430_UBERON_0004765,"","","UBERON_0004765","sciatic notch","organ"
UBERON_0014436_UBERON_0004765,"","","UBERON_0004765","lesser sciatic notch","organ"
UBERON_0014870_UBERON_0004765,"","","UBERON_0004765","inferior orbital fissure","organ"
UBERON_0016492_UBERON_0004765,"","","UBERON_0004765","foramen spinosum of sphenoid bone","organ"
UBERON_0018321_UBERON_0004765,"","","UBERON_0004765","foramen for glossopharyngeal nerve","organ"
UBERON_0018326_UBERON_0004765,"","","UBERON_0004765","ilioischiadic foramen","organ"
UBERON_0018373_UBERON_0004765,"","","UBERON_0004765","vidian canal","organ"
UBERON_0018407_UBERON_0004765,"","","UBERON_0004765","infra-orbital foramen of maxilla","organ"
UBERON_0018413_UBERON_0004765,"","","UBERON_0004765","facial nerve canal","organ"
UBERON_0018415_UBERON_0004765,"","","UBERON_0004765","ethmoid foramen","organ"
UBERON_0018508_UBERON_0004765,"","","UBERON_0004765","foramen of nasal bone","organ"
UBERON_0018651_UBERON_0004765,"","","UBERON_0004765","foramen lacerum","organ"
UBERON_0018653_UBERON_0004765,"","","UBERON_0004765","anterior ethmoidal foramen","organ"
UBERON_0018654_UBERON_0004765,"","","UBERON_0004765","posterior ethmoidal foramen","organ"
UBERON_0005913_UBERON_0004765,"","organ part - ","UBERON_0004765","zone of bone organ","organ"
UBERON_0006633_UBERON_0004765,"","organ part - ","UBERON_0004765","coracoid process of scapula","organ"
UBERON_0001437_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis","organ"
UBERON_0006106_UBERON_0004765,"","organ part - ","UBERON_0004765","cochlear canal","organ"
UBERON_0006722_UBERON_0004765,"","organ part - ","UBERON_0004765","manubrium of malleus","organ"
UBERON_0010853_UBERON_0004765,"","organ part - ","UBERON_0004765","capitulum of humerus","organ"
UBERON_0006802_UBERON_0004765,"","organ part - ","UBERON_0004765","acetabular rim","organ"
UBERON_0014624_UBERON_0004765,"","organ part - ","UBERON_0004765","basis modioli","organ"
UBERON_0001269_UBERON_0004765,"","organ part - ","UBERON_0004765","acetabular part of hip bone","organ"
UBERON_0001438_UBERON_0004765,"","organ part - ","UBERON_0004765","metaphysis","organ"
UBERON_0002516_UBERON_0004765,"","organ part - tissue","UBERON_0004765","epiphyseal plate","organ"
UBERON_0006768_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphyseal line","organ"
UBERON_0001694_UBERON_0004765,"","organ part - ","UBERON_0004765","petrous part of temporal bone","organ"
UBERON_0001839_UBERON_0004765,"","organ part - ","UBERON_0004765","bony labyrinth","organ"
UBERON_0005411_UBERON_0004765,"","organ part - ","UBERON_0004765","bony otic capsule","organ"
UBERON_0011130_UBERON_0004765,"","organ part - ","UBERON_0004765","temporomandibular joint primordium","organ"
UBERON_0001755_UBERON_0004765,"","organ part - ","UBERON_0004765","distal part of styloid process of temporal bone","organ"
UBERON_0002230_UBERON_0004765,"","organ part - ","UBERON_0004765","head of rib","organ"
UBERON_0002231_UBERON_0004765,"","organ part - ","UBERON_0004765","body of rib","organ"
UBERON_0002496_UBERON_0004765,"","organ part - ","UBERON_0004765","stapes base","organ"
UBERON_0003253_UBERON_0004765,"","organ part - ","UBERON_0004765","neck of rib","organ"
UBERON_0003689_UBERON_0004765,"","organ part - ","UBERON_0004765","sella turcica","organ"
UBERON_0035298_UBERON_0004765,"","organ part - ","UBERON_0004765","tuberculum sellae","organ"
UBERON_0006667_UBERON_0004765,"","organ part - ","UBERON_0004765","pituitary fossa","organ"
UBERON_0003973_UBERON_0004765,"","organ part - ","UBERON_0004765","nasal concha of ethmoid bone","organ"
UBERON_0004103_UBERON_0004765,"","organ part - ","UBERON_0004765","alveolar ridge","organ"
UBERON_0004108_UBERON_0004765,"","organ part - ","UBERON_0004765","clivus of occipital bone","organ"
UBERON_0004377_UBERON_0004765,"","organ part - ","UBERON_0004765","distal metaphysis","organ"
UBERON_0004378_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal metaphysis","organ"
UBERON_0004379_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis","organ"
UBERON_0004380_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis","organ"
UBERON_0004390_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of metacarpal bone","organ"
UBERON_0004391_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of first metacarpal bone","organ"
UBERON_0004392_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of second metacarpal bone","organ"
UBERON_0004393_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of third metacarpal bone","organ"
UBERON_0004394_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of fourth metacarpal bone","organ"
UBERON_0004416_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of metacarpal bone","organ"
UBERON_0004422_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of first metacarpal bone","organ"
UBERON_0004423_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of second metacarpal bone","organ"
UBERON_0004424_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of third metacarpal bone","organ"
UBERON_0004425_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of fourth metacarpal bone","organ"
UBERON_0004426_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of fifth metacarpal bone","organ"
UBERON_0004446_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of phalanx","organ"
UBERON_0004447_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal epiphysis of phalanx","organ"
UBERON_0004448_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of phalanx","organ"
UBERON_0004527_UBERON_0004765,"","organ part - ","UBERON_0004765","alveolar process of maxilla","organ"
UBERON_0004546_UBERON_0004765,"","organ part - ","UBERON_0004765","cribriform plate","organ"
UBERON_0004651_UBERON_0004765,"","organ part - ","UBERON_0004765","scapula spine","organ"
UBERON_0004658_UBERON_0004765,"","organ part - ","UBERON_0004765","mandible head","organ"
UBERON_0004659_UBERON_0004765,"","organ part - ","UBERON_0004765","mandible neck","organ"
UBERON_0004769_UBERON_0004765,"","organ part - ","UBERON_0004765","diaphysis","organ"
UBERON_0005055_UBERON_0004765,"","organ part - ","UBERON_0004765","zone of long bone","organ"
UBERON_0005342_UBERON_0004765,"","organ part - ","UBERON_0004765","malleus head","organ"
UBERON_0005355_UBERON_0004765,"","organ part - ","UBERON_0004765","malleus neck","organ"
UBERON_0005919_UBERON_0004765,"","organ part - ","UBERON_0004765","supreme nasal concha","organ"
UBERON_0005920_UBERON_0004765,"","organ part - ","UBERON_0004765","superior nasal concha","organ"
UBERON_0005921_UBERON_0004765,"","organ part - ","UBERON_0004765","middle nasal concha","organ"
UBERON_0005922_UBERON_0004765,"","organ part - ","UBERON_0004765","inferior nasal concha","organ"
UBERON_0005869_UBERON_0004765,"","organ part - ","UBERON_0004765","maxillary process of inferior nasal concha","organ"
UBERON_0005925_UBERON_0004765,"","organ part - ","UBERON_0004765","ethmoidal process of inferior nasal concha","organ"
UBERON_0006723_UBERON_0004765,"","organ part - ","UBERON_0004765","cochlear modiolus","organ"
UBERON_0006776_UBERON_0004765,"","organ part - ","UBERON_0004765","annular epiphysis","organ"
UBERON_0006811_UBERON_0004765,"","organ part - ","UBERON_0004765","occipital condyle","organ"
UBERON_0006837_UBERON_0004765,"","organ part - ","UBERON_0004765","tegmen tympani","organ"
UBERON_0006863_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal metaphysis of femur","organ"
UBERON_0006864_UBERON_0004765,"","organ part - ","UBERON_0004765","distal metaphysis of femur","organ"
UBERON_0006865_UBERON_0004765,"","organ part - ","UBERON_0004765","metaphysis of femur","organ"
UBERON_0007170_UBERON_0004765,"","organ part - ","UBERON_0004765","squamous part of occipital bone","organ"
UBERON_0007172_UBERON_0004765,"","organ part - ","UBERON_0004765","angle of scapula","organ"
UBERON_0007175_UBERON_0004765,"","organ part - ","UBERON_0004765","inferior angle of scapula","organ"
UBERON_0007176_UBERON_0004765,"","organ part - ","UBERON_0004765","superior angle of scapula","organ"
UBERON_0007830_UBERON_0004765,"","organ part - ","UBERON_0004765","pelvic girdle bone/zone","organ"
UBERON_0009637_UBERON_0004765,"","organ part - ","UBERON_0004765","alisphenoid ossification center","organ"
UBERON_0009638_UBERON_0004765,"","organ part - ","UBERON_0004765","orbitosphenoid ossification center","organ"
UBERON_0009978_UBERON_0004765,"","organ part - ","UBERON_0004765","epicondyle","organ"
UBERON_0009979_UBERON_0004765,"","organ part - ","UBERON_0004765","condyle","organ"
UBERON_0010066_UBERON_0004765,"","organ part - ","UBERON_0004765","tympanic plate","organ"
UBERON_0010355_UBERON_0004765,"","organ part - ","UBERON_0004765","ossification center","organ"
UBERON_0010356_UBERON_0004765,"","organ part - ","UBERON_0004765","primary ossification center","organ"
UBERON_0010357_UBERON_0004765,"","organ part - ","UBERON_0004765","secondary ossification center","organ"
UBERON_0010388_UBERON_0004765,"","organ part - ","UBERON_0004765","proximal segment of rib","organ"
UBERON_0010424_UBERON_0004765,"","organ part - ","UBERON_0004765","distal segment of rib","organ"
UBERON_0010746_UBERON_0004765,"","organ part - ","UBERON_0004765","iliac blade","organ"
UBERON_0010747_UBERON_0004765,"","organ part - ","UBERON_0004765","body of ilium","organ"
UBERON_0011015_UBERON_0004765,"","organ part - ","UBERON_0004765","iliac fossa","organ"
UBERON_0011104_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of fifth metacarpal bone","organ"
UBERON_0011244_UBERON_0004765,"","organ part - ","UBERON_0004765","perpendicular plate of ethmoid","organ"
UBERON_0011941_UBERON_0004765,"","organ part - ","UBERON_0004765","lateral angle of scapula","organ"
UBERON_0011973_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of phalanx of pes","organ"
UBERON_0011974_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of proximal phalanx of pes","organ"
UBERON_0011975_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of middle phalanx of pes","organ"
UBERON_0011976_UBERON_0004765,"","organ part - ","UBERON_0004765","epiphysis of distal phalanx of pes","organ"
UBERON_0013068_UBERON_0004765,"","organ part - ","UBERON_0004765","palatine torus","organ"
UBERON_0013135_UBERON_0004765,"","organ part - ","UBERON_0004765","interdental plate","organ"
UBERON_0013748_UBERON_0004765,"","","UBERON_0004765","ulnar metaphysis","organ"
UBERON_0013752_UBERON_0004765,"","organ part - ","UBERON_0004765","diaphysis of metacarpal bone","organ"
UBERON_0013753_UBERON_0004765,"","organ part - ","UBERON_0004765","distal epiphysis of metacarpal bone","organ"
UBERON_0014437_UBERON_0004765,"","organ part - ","UBERON_0004765","iliac crest","organ"
UBERON_0014438_UBERON_0004765,"","organ part - ","UBERON_0004765","superior pubic ramus","organ"
UBERON_0014439_UBERON_0004765,"","organ part - ","UBERON_0004765","inferior pubic ramus","organ"
UBERON_0014441_UBERON_0004765,"","organ part - ","UBERON_0004765","ischial ramus","organ"
UBERON_0014442_UBERON_0004765,"","organ part - ","UBERON_0004765","superior ischial ramus","organ"
UBERON_0014443_UBERON_0004765,"","organ part - ","UBERON_0004765","inferior ischial ramus","organ"
UBERON_0014444_UBERON_0004765,"","organ part - ","UBERON_0004765","pubic ramus","organ"
