IDENTIFIER,CONCEPT_CODE,SHORT_URI,DEFINITION,DESCRIPTORS,PARENTS,PARENT_IDENTIFIER,value,PUBLIC_ID
"getNextPvId(),"","UBERON_0011190","","","","","lunule of nail","organ"
"getNextPvId(),"","UBERON_0015886","","","","","root of nail","organ"
"getNextPvId(),"","UBERON_0010402","","","","","epidermis suprabasal layer","organ"
"getNextPvId(),"","UBERON_0006964","","","","","pars distalis of adenohypophysis","organ"
"getNextPvId(),"","UBERON_0003075","","","","","neural plate","organ"
"getNextPvId(),"","UBERON_0003854","","","","","spinal cord neural plate","organ"
"getNextPvId(),"","UBERON_0009610","","","","","forebrain neural plate","organ"
"getNextPvId(),"","UBERON_0009611","","","","","midbrain neural plate","organ"
"getNextPvId(),"","UBERON_0009614","","","","","hindbrain neural plate","organ"
"getNextPvId(),"","UBERON_0003056","","","","","pre-chordal neural plate","organ"
"getNextPvId(),"","UBERON_0003057","","","","","chordal neural plate","organ"
"getNextPvId(),"","UBERON_0005061","","","","","neural groove","organ"
"getNextPvId(),"","UBERON_0009615","","","","","midbrain hindbrain boundary neural plate","organ"
"getNextPvId(),"","UBERON_0003249","","","UBERON_0001690","","epithelium of otic placode","organ"
"getNextPvId(),"","UBERON_0003229","","","","","epithelium of elbow","organ"
"getNextPvId(),"","UBERON_0003231","","","","","epithelium of hip","organ"
"getNextPvId(),"","UBERON_0003232","","","","","epithelium of knee","organ"
"getNextPvId(),"","UBERON_0003233","","","","","epithelium of shoulder","organ"
"getNextPvId(),"","UBERON_0003244","","","","","epithelium of mammary gland","organ"
"getNextPvId(),"","UBERON_0003247","","","","","epithelium of forearm","organ"
"getNextPvId(),"","UBERON_0003355","","","UBERON_0004765","","epithelium of incisor","organ"
"getNextPvId(),"","UBERON_0003843","","","","","dental epithelium","organ"
"getNextPvId(),"","UBERON_0003911","","","UBERON_0000955","","choroid plexus epithelium","organ"
"getNextPvId(),"","UBERON_0004274","","","UBERON_0000955","","lateral ventricle choroid plexus epithelium","organ"
"getNextPvId(),"","UBERON_0004275","","","UBERON_0000955","","third ventricle choroid plexus epithelium","organ"
"getNextPvId(),"","UBERON_0004276","","","UBERON_0000955","","fourth ventricle choroid plexus epithelium","organ"
"getNextPvId(),"","UBERON_0005078","","","","","lamina terminalis of neural tube","organ"
"getNextPvId(),"","UBERON_0005225","","","","","upper leg epithelium","organ"
"getNextPvId(),"","UBERON_0005228","","","","","upper arm epithelium","organ"
"getNextPvId(),"","UBERON_0005229","","","","","lower leg epithelium","organ"
"getNextPvId(),"","UBERON_0005656","","","","","lens vesicle epithelium","organ"
"getNextPvId(),"","UBERON_0006937","","","UBERON_0001690","","inner ear epithelium","organ"
"getNextPvId(),"","UBERON_0003238","","","UBERON_0001690","","epithelium of superior semicircular canal","organ"
"getNextPvId(),"","UBERON_0003239","","","UBERON_0001690","","epithelium of posterior semicircular canal","organ"
"getNextPvId(),"","UBERON_0003240","","","UBERON_0001690","","epithelium of lateral semicircular canal","organ"
"getNextPvId(),"","UBERON_0003243","","","UBERON_0001690","","epithelium of cochlear duct","organ"
"getNextPvId(),"","UBERON_0003362","","","UBERON_0001690","","epithelium of endolymphatic duct","organ"
"getNextPvId(),"","UBERON_0015808","","","UBERON_0000970","","eye epithelium","organ"
"getNextPvId(),"","UBERON_0035034","","","UBERON_0000970","","eyelid epithelium","organ"
"getNextPvId(),"","UBERON_0003844","","","UBERON_0000970","","upper eyelid epithelium","organ"
"getNextPvId(),"","UBERON_0003845","","","UBERON_0000970","","lower eyelid epithelium","organ"
"getNextPvId(),"","UBERON_0001772","","","UBERON_0000970","","corneal epithelium","organ"
"getNextPvId(),"","UBERON_0001782","","","UBERON_0000970","","pigmented layer of retina","organ"
"getNextPvId(),"","UBERON_0004817","","","UBERON_0000970","","lacrimal gland epithelium","organ"
"getNextPvId(),"","UBERON_0005638","","","UBERON_0000970","","anterior chamber epithelium","organ"
"getNextPvId(),"","UBERON_0019306","","","","","nose epithelium","organ"
"getNextPvId(),"","UBERON_0012274","","","","","columnar epithelium","organ"
"getNextPvId(),"","UBERON_0012275","","","","","meso-epithelium","organ"
"getNextPvId(),"","UBERON_0004291","","","","","heart rudiment","organ"
"getNextPvId(),"","UBERON_0004803","","","","","penis epithelium","organ"
"getNextPvId(),"","UBERON_0004804","","","","","oviduct epithelium","organ"
"getNextPvId(),"","UBERON_0006955","","","UBERON_0000995","","uterine epithelium","organ"
"getNextPvId(),"","UBERON_0003366","","","UBERON_0000995","","epithelium of uterine horn","organ"
"getNextPvId(),"","UBERON_0004801","","","UBERON_0000995","","cervix epithelium","organ"
"getNextPvId(),"","UBERON_0012251","","","UBERON_0000995","","ectocervical epithelium","organ"
"getNextPvId(),"","UBERON_0012253","","","UBERON_0000995","","cervical squamo-columnar junction","organ"
"getNextPvId(),"","UBERON_0019304","","","","","sensory organ epithelium","organ"
"getNextPvId(),"","UBERON_0007625","","","UBERON_0000970","","pigment epithelium of eye","organ"
"getNextPvId(),"","UBERON_0015807","","","UBERON_0001690","","ear epithelium","organ"
"getNextPvId(),"","UBERON_0015813","","","UBERON_0001690","","middle ear epithelium","organ"
"getNextPvId(),"","UBERON_0015814","","","UBERON_0001690","","outer ear epithelium","organ"
"getNextPvId(),"","UBERON_0005769","","","","","basement membrane of epithelium","organ"
"getNextPvId(),"","UBERON_0004370","","","","","anterior limiting lamina of cornea","organ"
"getNextPvId(),"","UBERON_0004367","","","","","Descemet's membrane","organ"
"getNextPvId(),"","UBERON_0008877","","","","","epidermal-dermal junction","organ"
"getNextPvId(),"","UBERON_0011922","","","","","cochlear basement membrane","organ"
"getNextPvId(),"","UBERON_0015329","","","","","respiratory system basement membrane","organ"
"getNextPvId(),"","UBERON_0000482","","","","","basal lamina of epithelium","organ"
"getNextPvId(),"","UBERON_0004798","","","","","respiratory system basal lamina","organ"
"getNextPvId(),"","UBERON_0016914","","","","","lamina lucida","organ"
"getNextPvId(),"","UBERON_0001967","","","","","reticular lamina of epithelium","organ"
"getNextPvId(),"","UBERON_0003490","","","","","respiratory system reticular lamina","organ"
"getNextPvId(),"","UBERON_0007825","","","","","reticular membrane of spiral organ","organ"
"getNextPvId(),"","UBERON_0006677","","","","","surface of epithelium","organ"
"getNextPvId(),"","UBERON_0011945","","","","","luminal layer of epithelium","organ"
"getNextPvId(),"","UBERON_0007688","","","","","anlage","organ"
"getNextPvId(),"","UBERON_0036146","","","","","cardiopharyngeal field","organ"
"getNextPvId(),"","UBERON_0009889","","","","","secondary heart field","organ"
"getNextPvId(),"","UBERON_0005732","","","","","paired limb/fin field","organ"
"getNextPvId(),"","UBERON_0005730","","","","","pelvic appendage field","organ"
"getNextPvId(),"","UBERON_0005729","","","","","pectoral appendage field","organ"
"getNextPvId(),"","UBERON_0005733","","","","","limb field","organ"
"getNextPvId(),"","UBERON_0007687","","","","","kidney field","organ"
"getNextPvId(),"","UBERON_0015757","","","","","heterogeneous tissue","organ"
"getNextPvId(),"","UBERON_0034769","","","","","lymphomyeloid tissue","organ"
"getNextPvId(),"","UBERON_0001744","","","","","lymphoid tissue","organ"
"getNextPvId(),"","UBERON_0000444","","","","","lymphoid follicle","organ"
"getNextPvId(),"","UBERON_0001249","","","","","spleen lymphoid follicle","organ"
"getNextPvId(),"","UBERON_0004041","","","","","spleen primary B follicle","organ"
"getNextPvId(),"","UBERON_0004042","","","","","spleen secondary B follicle","organ"
"getNextPvId(),"","UBERON_0010422","","","","","primary nodular lymphoid tissue","organ"
"getNextPvId(),"","UBERON_0010395","","","","","lymph node primary follicle","organ"
"getNextPvId(),"","UBERON_0010423","","","","","primary lymphoid nodule of tonsil","organ"
"getNextPvId(),"","UBERON_0001745","","","","","secondary nodular lymphoid tissue","organ"
"getNextPvId(),"","UBERON_0010753","","","","","lymph node secondary follicle","organ"
"getNextPvId(),"","UBERON_0009039","","","","","lymph node germinal center","organ"
"getNextPvId(),"","UBERON_0010420","","","","","lymph node follicular corona","organ"
"getNextPvId(),"","UBERON_0010754","","","","","germinal center","organ"
"getNextPvId(),"","UBERON_0004697","","","","","Peyer's patch germinal center","organ"
"getNextPvId(),"","UBERON_0013688","","","","","tonsil germinal center","organ"
"getNextPvId(),"","UBERON_0010755","","","","","secondary follicle corona","organ"
"getNextPvId(),"","UBERON_0010386","","","","","Peyer's patch follicle","organ"
"getNextPvId(),"","UBERON_0010748","","","","","lymph node follicle","organ"
"getNextPvId(),"","UBERON_0012069","","","","","epithelium-associated lymphoid tissue","organ"
"getNextPvId(),"","UBERON_0001961","","","","","mucosa-associated lymphoid tissue","organ"
"getNextPvId(),"","UBERON_0001962","","","","","gut-associated lymphoid tissue","organ"
"getNextPvId(),"","UBERON_0002372","","","","","tonsil","organ"
"getNextPvId(),"","UBERON_0001732","","","","","pharyngeal tonsil","organ"
"getNextPvId(),"","UBERON_0002373","","","","","palatine tonsil","organ"
"getNextPvId(),"","UBERON_0003949","","","","","tubal tonsil","organ"
"getNextPvId(),"","UBERON_0007250","","","","","lingual tonsil","organ"
"getNextPvId(),"","UBERON_0035228","","","","","tonsillar fossa","organ"
"getNextPvId(),"","UBERON_0005207","","","","","tonsil capsule","organ"
"getNextPvId(),"","UBERON_0001211","","","","","Peyer's patch","organ"
"getNextPvId(),"","UBERON_0003453","","","UBERON_0000059","","large intestine Peyer's patch","organ"
"getNextPvId(),"","UBERON_0003454","","","","","small intestine Peyer's patch","organ"
"getNextPvId(),"","UBERON_0012330","","","","","nasal-associated lymphoid tissue","organ"
"getNextPvId(),"","UBERON_0001735","","","","","tonsillar ring","organ"
"getNextPvId(),"","UBERON_0013478","","","","","cecal tonsil","organ"
"getNextPvId(),"","UBERON_0001963","","","UBERON_0000065","","bronchial-associated lymphoid tissue","organ"
"getNextPvId(),"","UBERON_0003483","","","UBERON_0005057","","thymus lymphoid tissue","organ"
"getNextPvId(),"","UBERON_0013689","","","","","appendix lymphoid tissue","organ"
"getNextPvId(),"","UBERON_0012429","","","","","hematopoietic tissue","organ"
"getNextPvId(),"","UBERON_0003104","","","","","mesenchyme","organ"
"getNextPvId(),"","UBERON_0004883","","","UBERON_0002048","","lung mesenchyme","organ"
"getNextPvId(),"","UBERON_0003918","","","","","kidney mesenchyme","organ"
"getNextPvId(),"","UBERON_0003220","","","","","metanephric mesenchyme","organ"
"getNextPvId(),"","UBERON_0010536","","","","","nephron progenitor","organ"
"getNextPvId(),"","UBERON_0006210","","","","","body-wall mesenchyme","organ"
"getNextPvId(),"","UBERON_0010083","","","","","future dermis","organ"
"getNextPvId(),"","UBERON_0006293","","","","","spleen primordium","organ"
"getNextPvId(),"","UBERON_0004161","","","","","septum transversum","organ"
"getNextPvId(),"","UBERON_0005256","","","","","trunk mesenchyme","organ"
"getNextPvId(),"","UBERON_0002062","","","UBERON_0000948","","endocardial cushion","organ"
"getNextPvId(),"","UBERON_0011301","","","UBERON_0004765","","manubrium sternum pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0006295","","","UBERON_0004765","","sternebral bone pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0006247","","","UBERON_0004765","","iliac pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0006255","","","UBERON_0004765","","ischial pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0006285","","","UBERON_0004765","","pubic pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0007214","","","","","mesenchyme derived from trunk neural crest","organ"
"getNextPvId(),"","UBERON_0009618","","","","","trunk paraxial mesoderm","organ"
"getNextPvId(),"","UBERON_0003064","","","","","intermediate mesoderm","organ"
"getNextPvId(),"","UBERON_0010963","","","","","trunk and cervical myotome group","organ"
"getNextPvId(),"","UBERON_0007524","","","","","dense mesenchyme tissue","organ"
"getNextPvId(),"","UBERON_0003262","","","","","amniotic mesoderm","organ"
"getNextPvId(),"","UBERON_0003081","","","","","lateral plate mesoderm","organ"
"getNextPvId(),"","UBERON_0004871","","","","","somatic layer of lateral plate mesoderm","organ"
"getNextPvId(),"","UBERON_0004872","","","","","splanchnic layer of lateral plate mesoderm","organ"
"getNextPvId(),"","UBERON_0004873","","","","","splanchnopleure","organ"
"getNextPvId(),"","UBERON_0004874","","","","","somatopleure","organ"
"getNextPvId(),"","UBERON_0009881","","","","","anterior lateral plate mesoderm","organ"
"getNextPvId(),"","UBERON_0003077","","","","","paraxial mesoderm","organ"
"getNextPvId(),"","UBERON_0003059","","","","","presomitic mesoderm","organ"
"getNextPvId(),"","UBERON_0009617","","","","","head paraxial mesoderm","organ"
"getNextPvId(),"","UBERON_0005856","","","","","developing mesenchymal condensation","organ"
"getNextPvId(),"","UBERON_0005866","","","","","pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010213","","","","","laryngeal pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010219","","","","","thyroid pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010220","","","","","arytenoid pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010214","","","","","cricoid pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0006263","","","","","Meckel's cartilage pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0007267","","","","","trachea pre-cartilage rings","organ"
"getNextPvId(),"","UBERON_0010354","","","","","Reichert's cartilage pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010728","","","UBERON_0004765","","sphenoid lesser wing pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0009197","","","UBERON_0004765","","basioccipital pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0006214","","","UBERON_0004765","","carpus pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0006228","","","UBERON_0004765","","exoccipital pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0006234","","","UBERON_0004765","","femur pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0006246","","","UBERON_0004765","","humerus pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010846","","","UBERON_0004765","","radius pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0006287","","","UBERON_0004765","","radius-ulna pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0006289","","","UBERON_0004765","","rib pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010847","","","UBERON_0004765","","ulna pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0009191","","","UBERON_0004765","","sphenoid bone pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0009192","","","","","basisphenoid pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010540","","","UBERON_0004765","","tarsus pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010687","","","UBERON_0004765","","pedal digit metatarsal pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010547","","","UBERON_0004765","","pedal digit 1 metatarsal pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010548","","","UBERON_0004765","","pedal digit 2 metatarsal pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010549","","","UBERON_0004765","","pedal digit 3 metatarsal pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010550","","","UBERON_0004765","","pedal digit 4 metatarsal pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010551","","","UBERON_0004765","","pedal digit 5 metatarsal pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010801","","","UBERON_0004765","","calcaneum pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010844","","","","","clavicle pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010850","","","UBERON_0004765","","tibia pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0010852","","","UBERON_0004765","","fibula pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0012081","","","","","patella pre-cartilage condensation","organ"
"getNextPvId(),"","UBERON_0001763","","","","","odontogenic papilla","organ"
"getNextPvId(),"","UBERON_0003317","","","UBERON_0004765","","odontogenic papilla of incisor","organ"
"getNextPvId(),"","UBERON_0005707","","","UBERON_0004765","","upper jaw incisor odontogenic papilla","organ"
"getNextPvId(),"","UBERON_0005708","","","UBERON_0004765","","lower jaw incisor odontogenic papilla","organ"
"getNextPvId(),"","UBERON_0015844","","","UBERON_0004765","","molar dental papilla","organ"
"getNextPvId(),"","UBERON_0005700","","","UBERON_0004765","","upper jaw molar odontogenic papilla","organ"
"getNextPvId(),"","UBERON_0005701","","","UBERON_0004765","","lower jaw molar odontogenic papilla","organ"
"getNextPvId(),"","UBERON_0003089","","","","","sclerotome","organ"
"getNextPvId(),"","UBERON_0005863","","","","","cartilaginous condensation","organ"
"getNextPvId(),"","UBERON_0006245","","","UBERON_0004765","","humerus cartilage element","organ"
"getNextPvId(),"","UBERON_0010129","","","UBERON_0004765","","femur cartilage element","organ"
"getNextPvId(),"","UBERON_0010843","","","","","clavicle cartilage element","organ"
"getNextPvId(),"","UBERON_0010714","","","UBERON_0004765","","iliac cartilage element","organ"
"getNextPvId(),"","UBERON_0006254","","","UBERON_0004765","","ischial cartilage element","organ"
"getNextPvId(),"","UBERON_0010718","","","UBERON_0004765","","pubic cartilage element","organ"
"getNextPvId(),"","UBERON_0006213","","","UBERON_0004765","","carpus cartilage element","organ"
"getNextPvId(),"","UBERON_0010541","","","UBERON_0004765","","tarsus cartilage element","organ"
"getNextPvId(),"","UBERON_0010842","","","UBERON_0004765","","calcaneum cartilage element","organ"
"getNextPvId(),"","UBERON_0009193","","","UBERON_0004765","","sphenoid cartilage element","organ"
"getNextPvId(),"","UBERON_0005687","","","UBERON_0004765","","orbitosphenoid cartilage element","organ"
"getNextPvId(),"","UBERON_0009194","","","UBERON_0004765","","basisphenoid cartilage condenstion","organ"
"getNextPvId(),"","UBERON_0010733","","","UBERON_0004765","","alisphenoid cartilage element","organ"
"getNextPvId(),"","UBERON_0006209","","","UBERON_0004765","","basioccipital cartilage element","organ"
"getNextPvId(),"","UBERON_0010752","","","UBERON_0004765","","exoccipital cartilage element","organ"
"getNextPvId(),"","UBERON_0006288","","","UBERON_0004765","","rib cartilage element","organ"
"getNextPvId(),"","UBERON_0010848","","","UBERON_0004765","","radius-ulna cartilage element","organ"
"getNextPvId(),"","UBERON_0012080","","","","","patella cartilage element","organ"
"getNextPvId(),"","UBERON_0005865","","","","","pre-muscle condensation","organ"
"getNextPvId(),"","UBERON_0010962","","","","","extensor pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010977","","","","","flexor pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010970","","","","","intercostal pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010981","","","","","internal intercostal pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010974","","","","","external intercostal pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010982","","","","","latissimus dorsi pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010986","","","","","serratus ventralis pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010987","","","","","sterno-mastoid pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010993","","","","","subscapularis pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0006219","","","","","deltoid pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010988","","","","","teres major pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010984","","","","","pectoral pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0011332","","","","","extrinsic tongue pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010929","","","","","stapedius pre-muscle condensation","organ"
"getNextPvId(),"","UBERON_0010935","","","","","tensor tympani pre-muscle condensation","organ"
"getNextPvId(),"","UBERON_0006230","","","UBERON_0000970","","extrinsic ocular pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010955","","","","","trapezius pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010961","","","","","erector spinae pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010975","","","","","external oblique pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010983","","","","","levator scapulae pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010348","","","","","hyoid pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0010989","","","","","transverospinalis pre-muscle mass","organ"
"getNextPvId(),"","UBERON_0006292","","","","","shoulder joint primordium","organ"
"getNextPvId(),"","UBERON_0010215","","","","","arytenoid swellings","organ"
"getNextPvId(),"","UBERON_0003265","","","","","chorionic mesenchyme","organ"
"getNextPvId(),"","UBERON_0010091","","","UBERON_0000955","","future hindbrain meninx","organ"
"getNextPvId(),"","UBERON_0009505","","","UBERON_0000065","","mesenchyme of trachea","organ"
"getNextPvId(),"","UBERON_0005728","","","","","extraembryonic mesoderm","organ"
"getNextPvId(),"","UBERON_0005667","","","","","connecting stalk mesoderm","organ"
"getNextPvId(),"","UBERON_0010090","","","","","future falx cerebri","organ"
"getNextPvId(),"","UBERON_0010377","","","","","mesenchyme from somatopleure","organ"
"getNextPvId(),"","UBERON_0009523","","","","","mesenchyme of handplate","organ"
"getNextPvId(),"","UBERON_0003328","","","","","mesenchyme of footplate","organ"
"getNextPvId(),"","UBERON_0010329","","","","","paired limb/fin bud mesenchyme","organ"
"getNextPvId(),"","UBERON_0010328","","","","","limb bud mesenchyme","organ"
"getNextPvId(),"","UBERON_4300226","","","","","forelimb bud mesenchyme","organ"
"getNextPvId(),"","UBERON_4300227","","","","","hindlimb bud mesenchyme","organ"
"getNextPvId(),"","UBERON_0003412","","","","","pelvic appendage bud mesenchyme","organ"
"getNextPvId(),"","UBERON_0003413","","","","","pectoral appendage bud mesenchyme","organ"
"getNextPvId(),"","UBERON_0010046","","","","","entire pharyngeal arch associated mesenchyme","organ"
"getNextPvId(),"","UBERON_0009494","","","","","pharyngeal arch mesenchymal region","organ"
"getNextPvId(),"","UBERON_0005689","","","","","2nd arch mesenchyme","organ"
"getNextPvId(),"","UBERON_0010254","","","","","2nd arch mesenchyme from neural crest","organ"
"getNextPvId(),"","UBERON_0010343","","","","","2nd arch mesenchyme from head mesenchyme","organ"
"getNextPvId(),"","UBERON_0005690","","","","","3rd arch mesenchyme","organ"
"getNextPvId(),"","UBERON_0010255","","","","","3rd arch mesenchyme from neural crest","organ"
"getNextPvId(),"","UBERON_0010344","","","","","3rd arch mesenchyme from head mesenchyme","organ"
"getNextPvId(),"","UBERON_0005691","","","","","4th arch mesenchyme","organ"
"getNextPvId(),"","UBERON_0010256","","","","","4th arch mesenchyme from neural crest","organ"
"getNextPvId(),"","UBERON_0010345","","","","","4th arch mesenchyme from head mesenchyme","organ"
"getNextPvId(),"","UBERON_0010042","","","","","1st arch mesenchyme","organ"
"getNextPvId(),"","UBERON_0010045","","","","","1st arch maxillary mesenchyme","organ"
"getNextPvId(),"","UBERON_0010253","","","","","1st arch maxillary mesenchyme from neural crest","organ"
"getNextPvId(),"","UBERON_0010338","","","","","1st arch maxillary mesenchyme from head mesenchyme","organ"
"getNextPvId(),"","UBERON_0009584","","","","","1st arch mandibular mesenchyme","organ"
"getNextPvId(),"","UBERON_0010252","","","","","1st arch mandibular mesenchyme from neural crest","organ"
"getNextPvId(),"","UBERON_0010339","","","","","1st arch mandibular mesenchyme from head mesenchyme","organ"
"getNextPvId(),"","UBERON_0010259","","","","","1st arch mesenchyme from neural crest","organ"
"getNextPvId(),"","UBERON_0010341","","","","","1st arch mesenchyme from head mesenchyme","organ"
"getNextPvId(),"","UBERON_0010031","","","","","6th arch mesenchyme","organ"
"getNextPvId(),"","UBERON_0010257","","","","","6th arch mesenchyme from neural crest","organ"
"getNextPvId(),"","UBERON_0010347","","","","","6th arch mesenchyme from head mesenchyme","organ"
"getNextPvId(),"","UBERON_0013502","","","","","5th arch mesenchyme","organ"
"getNextPvId(),"","UBERON_0010359","","","","","pharyngeal arch mesenchyme from neural crest","organ"
"getNextPvId(),"","UBERON_0010360","","","","","pharyngeal arch mesenchyme from head mesenchyme","organ"
"getNextPvId(),"","UBERON_0009506","","","","","mesenchyme of middle ear","organ"
"getNextPvId(),"","UBERON_0010221","","","UBERON_0000065","","laryngeal associated mesenchyme","organ"
"getNextPvId(),"","UBERON_0010378","","","","","mesenchyme from splanchnopleure","organ"
"getNextPvId(),"","UBERON_0011203","","","","","urachus mesenchyme","organ"
"getNextPvId(),"","UBERON_0007530","","","","","migrating mesenchyme population","organ"
"getNextPvId(),"","UBERON_0009920","","","","","optic neural crest","organ"
"getNextPvId(),"","UBERON_0005563","","","","","trigeminal neural crest","organ"
"getNextPvId(),"","UBERON_0005565","","","","","facio-acoustic neural crest","organ"
"getNextPvId(),"","UBERON_0003320","","","","","mesenchyme of hip","organ"
"getNextPvId(),"","UBERON_0003322","","","","","mesenchyme of shoulder","organ"
"getNextPvId(),"","UBERON_0009526","","","","","maxillary process mesenchyme","organ"
"getNextPvId(),"","UBERON_0010334","","","","","maxillary process mesenchyme from neural crest","organ"
"getNextPvId(),"","UBERON_0010335","","","","","maxillary process mesenchyme from head mesenchyme","organ"
"getNextPvId(),"","UBERON_0003326","","","","","mesenchyme of mammary gland","organ"
"getNextPvId(),"","UBERON_0003422","","","UBERON_0002331","","mesenchyme of umbilical cord","organ"
"getNextPvId(),"","UBERON_0005253","","","","","head mesenchyme","organ"
"getNextPvId(),"","UBERON_0034995","","","","","jaw mesenchyme","organ"
"getNextPvId(),"","UBERON_0003323","","","","","mesenchyme of upper jaw","organ"
"getNextPvId(),"","UBERON_0003417","","","","","mesenchyme of soft palate","organ"
"getNextPvId(),"","UBERON_0003424","","","","","mesenchyme of hard palate","organ"
"getNextPvId(),"","UBERON_0005704","","","","","secondary palatal shelf mesenchyme","organ"
"getNextPvId(),"","UBERON_0005705","","","","","primary palate mesenchyme","organ"
"getNextPvId(),"","UBERON_0003324","","","","","mesenchyme of lower jaw","organ"
"getNextPvId(),"","UBERON_0003414","","","UBERON_0004765","","mesenchyme of mandible","organ"
"getNextPvId(),"","UBERON_0003418","","","","","mesenchyme of submandibular gland","organ"
"getNextPvId(),"","UBERON_0003419","","","","","mesenchyme of parotid","organ"
"getNextPvId(),"","UBERON_0009539","","","","","mesenchyme of submandibular gland primordium","organ"
"getNextPvId(),"","UBERON_0007213","","","","","mesenchyme derived from head neural crest","organ"
"getNextPvId(),"","UBERON_0010258","","","","","mesenchyme from rhombencephalic neural crest","organ"
"getNextPvId(),"","UBERON_0003856","","","","","uncondensed odontogenic mesenchyme","organ"
"getNextPvId(),"","UBERON_0015846","","","UBERON_0004765","","incisor mesenchyme","organ"
"getNextPvId(),"","UBERON_0011641","","","UBERON_0004765","","odontogenic mesenchyme of molar","organ"
"getNextPvId(),"","UBERON_0003314","","","UBERON_0000970","","eye mesenchyme","organ"
"getNextPvId(),"","UBERON_0010330","","","UBERON_0000970","","eyelid mesenchyme","organ"
"getNextPvId(),"","UBERON_0003857","","","UBERON_0000970","","upper eyelid mesenchyme","organ"
"getNextPvId(),"","UBERON_0003858","","","UBERON_0000970","","lower eyelid mesenchyme","organ"
"getNextPvId(),"","UBERON_0003421","","","","","mesenchyme of vomeronasal organ","organ"
"getNextPvId(),"","UBERON_0004031","","","","","head ectomesenchyme","organ"
"getNextPvId(),"","UBERON_0009477","","","","","associated mesenchyme of otic placode","organ"
"getNextPvId(),"","UBERON_0009500","","","","","periotic mesenchyme","organ"
"getNextPvId(),"","UBERON_0009501","","","","","mesenchyme of fronto-nasal process","organ"
"getNextPvId(),"","UBERON_0009204","","","","","medial nasal process mesenchyme","organ"
"getNextPvId(),"","UBERON_0009205","","","","","lateral nasal process mesenchyme","organ"
"getNextPvId(),"","UBERON_0006904","","","","","head mesenchyme from mesoderm","organ"
"getNextPvId(),"","UBERON_0006905","","","","","mandibular process mesenchyme","organ"
"getNextPvId(),"","UBERON_0003325","","","","","mesenchyme of pinna","organ"
